brand,name,type,country,ingredients,afterUse,price,url,match_score,matched_name
"","Neal's Yard Remedies Soothing Bath Oil 100ml","Bath Oil","","[]","[]","£15.00","https://www.lookfantastic.com/neal-s-yard-remedies-soothing-bath-oil-100ml/11926906.html","55","UNMATCHED"
"","Neal's Yard Remedies Vitamin E and Avocado Night Cream 50g","Moisturiser","","[]","[]","£22.00","https://www.lookfantastic.com/neal-s-yard-remedies-vitamin-e-and-avocado-night-cream-50g/11926863.html","60","UNMATCHED"
"","Neom Perfect Night's Sleep Bath & Shower Oil (10ml)","Bath Oil","","[]","[]","£8.00","https://www.lookfantastic.com/neom-perfect-night-s-sleep-bath-shower-oil-10ml/11154172.html","59","UNMATCHED"
"","NEOM Tranquillity Body & Hand Wash 250ml","Body Wash","","[]","[]","£18.00","https://www.lookfantastic.com/neom-tranquillity-body-hand-wash/11374770.html","59","UNMATCHED"
"neutrogena","Hydro Boost City Shield Hydrating Lotion SPF 25","Day Moisturizer","United States","[""Water"",""Glycerin"",""Homosalate"",""Caprylyl Methicone"",""Ethylhexyl Salicylate"",""Butyl Methoxydibenzoylmethane"",""Phenylbenzimidazole Sulfonic Acid"",""Octocrylene"",""Sodium Acryloyldimethyltaurate/Vp Crosspolymer"",""Silica"",""Sodium Hyaluronate"",""Tocopheryl Acetate"",""Dicaprylyl Carbonate"",""Glyceryl Stearate"",""Steareth-21"",""Sodium Polyacrylate"",""Disodium EDTA"",""Sodium Hydroxide"",""Sodium Ascorbyl Phosphate"",""Tocopherol"",""Benzyl Alcohol"",""Chlorphenesin"",""Phenoxyethanol"",""Parfum"",""Ci 16035"",""Ci 42090""]","[""Redness Reducing"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Scar Healing"",""Brightening"",""Irritating"",""Rosacea"",""Eczema""]","£12.99","https://www.lookfantastic.com/neutrogena-hydro-boost-city-shield-spf-moisturiser/11433781.html","76","neutrogena Hydro Boost City Shield Hydrating Lotion SPF 25"
"","Neutrogena Hydro Boost Cleanser Wipes (25 Wipes)","Cleanser","","[]","[]","£4.99","https://www.lookfantastic.com/neutrogena-hydro-boost-cleanser-wipes-25-wipes/11433779.html","61","UNMATCHED"
"","Neutrogena Hydro Boost Exfoliator Smoothing Gel 150ml","Exfoliator","","[]","[]","£7.99","https://www.lookfantastic.com/neutrogena-hydro-boost-exfoliator-smoothing-gel-150ml/11433780.html","58","UNMATCHED"
"neutrogena","Hydro Boost Express Hydrating Spray","General Moisturizer","United States","[""Water"",""Glycerin"",""Isopropyl Palmitate"",""Petrolatum"",""Dimethicone"",""Sodium Hyaluronate"",""Polysorbate 60"",""Cetearyl Olivate"",""Sorbitan Olivate"",""C12-20 Alkyl Glucoside"",""C14-22 Alcohols"",""Isohexadecane"",""Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer"",""Sodium Hydroxide"",""Tocopherol"",""Chlorphenesin"",""Parfum"",""Benzyl Alcohol""]","[""Anti-Aging"",""Scar Healing"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating""]","£5.49","https://www.lookfantastic.com/neutrogena-hydro-boost-express-hydrating-spray-200ml/11671615.html","75","neutrogena Hydro Boost Express Hydrating Spray"
"","Neutrogena Hydro Boost Hydrogel Recovery Mask 30ml","Mask","","[]","[]","£5.49","https://www.lookfantastic.com/neutrogena-hydro-boost-hydrogel-recovery-mask-30ml/11671608.html","66","UNMATCHED"
"neutrogena","Hydro Boost Water Gel Cleanser","Face Cleanser","United States","[""Water"",""Glycerin"",""Cocamidopropyl Hydroxysultaine"",""Sodium Cocoyl Isethionate"",""Sodium Methyl Cocoyl Taurate"",""Sodium Hydrolyzed Potato Starch Dodecenylsuccinate"",""Potassium Acrylates Copolymer"",""Hydroxyacetophenone"",""Phenoxyethanol"",""Parfum"",""Linoleamidopropyl Pg-Dimonium Chloride Phosphate"",""Polyquaternium-10"",""Polysorbate 20"",""Sodium Hydroxide"",""Disodium EDTA"",""Citric Acid"",""Ethylhexylglycerin"",""Hydrolyzed Hyaluronic Acid""]","[""Reduces Large Pores"",""Drying"",""Irritating""]","£7.99","https://www.lookfantastic.com/neutrogena-hydro-boost-water-gel-cleanser-200ml/11433777.html","78","neutrogena Hydro Boost Water Gel Cleanser"
"","Neutrogena Oil Balancing Daily Exfoliator 150ml","Exfoliator","","[]","[]","£4.71","https://www.lookfantastic.com/neutrogena-oil-balancing-daily-exfoliator-150ml/12309592.html","64","UNMATCHED"
"","Neutrogena Pink Grapefruit Medicated Facial Wipes","Cleanser","","[]","[]","£3.99","https://www.lookfantastic.com/neutrogena-pink-grapefruit-medicated-facial-wipes/11433841.html","57","UNMATCHED"
"","Neutrogena Purifying Boost Hydrogel Recovery Mask 30ml","Mask","","[]","[]","£3.99","https://www.lookfantastic.com/neutrogena-purifying-boost-hydrogel-recovery-mask-30ml/11671604.html","62","UNMATCHED"
"","Neutrogena Radiance Boost Hydrogel Recovery Mask 30ml","Mask","","[]","[]","£3.50","https://www.lookfantastic.com/neutrogena-radiance-boost-hydrogel-recovery-mask-30ml/11671610.html","61","UNMATCHED"
"","Neutrogena Refreshingly Clear Daily Exfoliator 150ml","Exfoliator","","[]","[]","£4.99","https://www.lookfantastic.com/neutrogena-refreshingly-clear-daily-exfoliator-150ml/12309589.html","63","UNMATCHED"
"","Neutrogena Refreshingly Clear Oil-Free Moisturiser 50ml","Moisturiser","","[]","[]","£5.24","https://www.lookfantastic.com/neutrogena-refreshingly-clear-oil-free-moisturiser-50ml/12309605.html","62","UNMATCHED"
"neutrogena","Oil Balancing Facial Wash","Face Cleanser","United States","[""Water"",""Glycerin"",""Sodium Laureth Sulfate"",""Lauryl Glucoside"",""Acrylates/C10-30 Alkyl Acrylate Crosspolymer"",""Aloe Barbadensis Leaf Juice"",""Citrus Aurantifolia Juice"",""Propylene Glycol"",""Disodium EDTA"",""Citric Acid"",""Sodium Hydroxide"",""Potassium Sorbate"",""Sodium Sulfite"",""Sodium Benzoate"",""Parfum"",""Ci 15985"",""Ci 42090""]","[""Reduces Large Pores"",""Drying"",""Irritating""]","£4.71","https://www.lookfantastic.com/neutrogena-oil-balancing-facial-wash-200ml/11433848.html","75","neutrogena Oil Balancing Facial Wash"
"niod","Hydration Vaccine Face Cream","General Moisturizer","Canada","[""Caprylyl Methicone"",""Water"",""Peg-12 Dimethicone/Ppg-20 Crosspolymer"",""Glycerin"",""Propanediol"",""Sodium Polyacrylate"",""Leontopodium Alpinum Callus Culture Extract"",""Disodium Acetyl Glucosamine Phosphate"",""Proline"",""Alanine"",""Serine"",""Glucose"",""Xylitol"",""Xylitylglucoside"",""Anhydroxylitol"",""Adansonia Digitata Fruit Extract"",""Polypodium Vulgare Rhizome Extract"",""Cetraria Islandica Thallus Extract"",""Sphagnum Magellanicum Extract"",""Pseudoalteromonas Ferment Extract"",""Tocopherol"",""Tocopheryl Acetate"",""Mangifera Indica Seed Butter"",""Orbignya Oleifera Seed Oil"",""Squalane"",""Lecithin"",""Tetramethyl Hexaphenyl Tetrasiloxane"",""Trimethylsiloxysilicate"",""Cyclopentasiloxane"",""Dimethicone"",""Polysilicone-11"",""Dimethicone/Vinyl Dimethicone Crosspolymer"",""Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer"",""Xanthan Gum"",""Caprylyl Glycol"",""Sodium Benzoate"",""Potassium Sorbate"",""Citric Acid"",""Sodium Phosphate"",""Sodium Hydroxide"",""Ethylhexylglycerin"",""Phenoxyethanol"",""Chlorphenesin""]","[""Reduces Large Pores"",""Anti-Aging"",""Scar Healing"",""Brightening"",""Drying"",""Irritating""]","£35.00","https://www.lookfantastic.com/niod-hydration-vaccine-face-cream-50ml/11261665.html","85","niod Hydration Vaccine Face Cream"
"","NIOD Multi-Molecular Hyaluronic Complex 15ml","Serum","","[]","[]","£25.00","https://www.lookfantastic.com/niod-multi-molecular-hyaluronic-complex-15ml/11457499.html","64","UNMATCHED"
"","NIOD Sanskrit Saponins Cleanser 90ml","Cleanser","","[]","[]","£21.00","https://www.lookfantastic.com/niod-sanskrit-saponins-cleanser-90ml/11416296.html","61","UNMATCHED"
"niod","Superoxide Dismutase Saccharide Mist","Toner","Canada","[""Water"",""Superoxide Dismutase"",""Malachite Extract"",""Pseudoalteromonas Exopolysaccharides"",""Mirabilis Jalapa Extract"",""Polypodium Vulgare Rhizome Extract"",""Cetraria Islandica Thallus Extract"",""Sphagnum Magellanicum Extract"",""Arginine"",""Propanediol"",""Glycerin"",""Pentylene Glycol"",""Butylene Glycol"",""Sodium Salicylate"",""Gellan Gum"",""Sodium Chloride"",""Ppg-26-Buteth-26"",""Peg-40 Hydrogenated Castor Oil"",""Citric Acid"",""Tromethamine"",""Phenoxyethanol"",""Chlorphenesin""]","[""Reduces Irritation"",""Reduces Large Pores"",""Drying"",""Acne Trigger"",""Irritating""]","£34.00","https://www.lookfantastic.com/niod-superoxide-dismutase-saccharide-mist-240ml/11396689.html","87","niod Superoxide Dismutase Saccharide Mist"
"","NIOD Voicemail Masque 50ml","Mask","","[]","[]","£30.00","https://www.lookfantastic.com/niod-voicemail-masque-50ml/11418894.html","57","UNMATCHED"
"nip + fab","Dragon’s Blood Fix Plumping Serum","Serum","England","[""Water"",""Alcohol Denat."",""Butylene Glycol"",""Polysilicone-11"",""Glycerin"",""Phenoxyethanol"",""Tapioca Starch"",""Carbomer"",""Propylene Glycol"",""Benzyl Alcohol"",""Peg-40 Hydrogenated Castor Oil"",""Parfum"",""Sodium Hydroxide"",""Disodium EDTA"",""Sodium Hyaluronate"",""Ethylhexylglycerin"",""Amaranthus Caudatus Seed Extract"",""Linalool"",""Dehydroacetic Acid"",""Laureth-12"",""Croton Lechleri Resin Extract"",""Polymethylsilsesquioxane"",""Limonene"",""Benzyl Salicylate"",""Citronellol"",""Potassium Sorbate"",""Hydroxycitronellal"",""Geraniol"",""Sorbic Acid""]","[""Eczema""]","£19.95","https://www.lookfantastic.com/nip-fab-dragons-blood-fix-serum-50ml/11457535.html","70","nip + fab Dragon’s Blood Fix Plumping Serum"
"","NIP+FAB Glycolic Fix Exfoliating Mask 18g","Exfoliator","","[]","[]","£7.00","https://www.lookfantastic.com/nip-fab-glycolic-fix-exfoliating-mask-18g/11567218.html","66","UNMATCHED"
"","NIP+FAB Glycolic Fix Extreme Bubble Mask 23g","Mask","","[]","[]","£7.00","https://www.lookfantastic.com/nip-fab-glycolic-fix-extreme-bubble-mask-23g/11567217.html","64","UNMATCHED"
"","NIP+FAB Retinol Fix Serum Extreme 50ml","Serum","","[]","[]","£29.95","https://www.lookfantastic.com/nip-fab-retinol-fix-serum-extreme-50ml/12192674.html","69","UNMATCHED"
"","NIP+FAB Retinol Fix Sheet Mask 10g","Mask","","[]","[]","£7.95","https://www.lookfantastic.com/nip-fab-retinol-fix-sheet-mask-10g/12192676.html","64","UNMATCHED"
"","NIP+FAB Retinol Fix Tonic Extreme 100ml","Toner","","[]","[]","£24.95","https://www.lookfantastic.com/nip-fab-retinol-fix-tonic-extreme-100ml/12192675.html","56","UNMATCHED"
"","NIP+FAB Salicylic Fix Serum Extreme 2% 50ml","Serum","","[]","[]","£19.95","https://www.lookfantastic.com/nip-fab-salicylic-fix-serum-extreme-2-50ml/12137766.html","67","UNMATCHED"
"","NIP+FAB Salicylic Fix Tonic XXL Extreme 2% 190ml","Toner","","[]","[]","£19.95","https://www.lookfantastic.com/nip-fab-salicylic-fix-tonic-xxl-extreme-2-190ml/12137767.html","58","UNMATCHED"
"","NIP+FAB Teen Skin Fix Pore Blaster Day Wash 145ml","Cleanser","","[]","[]","£6.99","https://www.lookfantastic.com/nip-fab-teen-skin-fix-pore-blaster-day-wash-145ml/11567225.html","57","UNMATCHED"
"","NIP+FAB Teen Skin Fix Pore Blaster Night Wash 145ml","Cleanser","","[]","[]","£6.99","https://www.lookfantastic.com/nip-fab-teen-skin-fix-pore-blaster-night-wash-145ml/11567226.html","54","UNMATCHED"
"garnier","Pure Active Tea Tree and Salicylic Acid Sheet Mask","Sheet Mask","France","[""Water"",""Glycerin"",""Niacinamide"",""Salicylic Acid"",""Ammonium Polyacryloyldimethyl Taurate"",""Benzyl Salicylate"",""Cetyl Alcohol"",""Citric Acid"",""Dicaprylyl Carbonate"",""Eucalyptus Globulus Leaf Extract"",""Glyceryl Isostearate"",""Glyceryl Stearate"",""Hexyldecanol"",""Hydroxyacetophenone"",""Limonene"",""Melaleuca Alternifolia Leaf Extract"",""Myristic Acid"",""Octyldodecanol"",""Palmitic Acid"",""Peg-100 Stearate"",""Potassium Hydroxide"",""Sodium Hyaluronate"",""Stearic Acid"",""Tocopherol"",""Xanthan Gum"",""Parfum""]","[""Good For Oily Skin"",""Redness Reducing"",""Reduces Large Pores"",""Acne Fighting"",""Brightening"",""Drying"",""May Worsen Oily Skin"",""Acne Trigger"",""Irritating"",""Eczema""]","£5.50","https://www.lookfantastic.com/nip-fab-teen-skin-fix-salicylic-acid-sheet-mask/11888236.html","72","garnier Pure Active Tea Tree and Salicylic Acid Sheet Mask"
"nip + fab","Vitamin C Fix Tonic","Toner","England","[""Water"",""Glycerin"",""Butylene Glycol"",""Lactic Acid"",""Polysorbate 20"",""Phenoxyethanol"",""Ascorbic Acid"",""Benzyl Alcohol"",""Sodium Hydroxide"",""Parfum"",""Disodium EDTA"",""Panthenol"",""Sodium Sulfite"",""Ethylhexylglycerin"",""1-Methylhydantoin-2-Imide"",""Dehydroacetic Acid"",""Limonene"",""Camellia Sinensis Leaf Extract"",""Coffea Arabica Seed Extract"",""Euterpe Oleracea Fruit Extract"",""Garcinia Mangostana Fruit Extract"",""Hydrolyzed Lycium Barbarum Fruit Extract"",""Morinda Citrifolia Fruit Extract"",""Punica Granatum Fruit Juice""]","[""Redness Reducing"",""Reduces Irritation"",""Skin Texture"",""Reduces Large Pores"",""Anti-Aging"",""Dark Spots"",""Brightening"",""Drying"",""Irritating"",""Rosacea"",""Eczema""]","£19.95","https://www.lookfantastic.com/nip-fab-vitamin-c-fix-tonic-100ml/12192684.html","73","nip + fab Vitamin C Fix Tonic"
"","NUXE Baume Levres Reve De Miel - Honey Lip Balm (15g)","Balm","","[]","[]","£10.00","https://www.lookfantastic.com/nuxe-baume-levres-reve-de-miel-honey-lip-balm-15g/10548881.html","56","UNMATCHED"
"","NUXE Fondant Body Scrub (200ml)","Exfoliator","","[]","[]","£18.50","https://www.lookfantastic.com/nuxe-fondant-body-scrub-200ml/10556097.html","59","UNMATCHED"
"","NUXE Fondant Shower Gel (200ml)","Body Wash","","[]","[]","£10.50","https://www.lookfantastic.com/nuxe-fondant-shower-gel-200ml/10556096.html","60","UNMATCHED"
"","NUXE Huile Prodigieuse Florale Mist 100ml","Mist","","[]","[]","£29.50","https://www.lookfantastic.com/nuxe-huile-prodigieuse-florale-mist-100ml/12126087.html","68","UNMATCHED"
"nuxe","Huile Prodigieuse® Florale Multi-Purpose Dry Oil","Oil","France","[""Coco-Caprylate/Caprate"",""Macadamia Integrifolia Seed Oil"",""Dicaprylyl Ether"",""Caprylic/Capric Triglyceride"",""Prunus Amygdalus Dulcis Oil"",""Corylus Avellana Seed Oil"",""Parfum"",""Camellia Oleifera Seed Oil"",""Camellia Japonica Seed Oil"",""Tocopherol"",""Argania Spinosa Kernel Oil"",""Borago Officinalis Seed Oil"",""Tocopheryl Acetate"",""Helianthus Annuus Seed Oil"",""Rosmarinus Officinalis Leaf Extract"",""Polyglyceryl-3 Diisostearate"",""Ascorbic Acid"",""Limonene"",""Linalool"",""Citral"",""Citronellol"",""Hydroxycitronellal"",""Geraniol""]","[""Redness Reducing"",""Reduces Irritation"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Scar Healing"",""Brightening"",""Irritating""]","£22.50","https://www.lookfantastic.com/nuxe-huile-prodigieuse-golden-shimmer-multi-usage-dry-oil-50ml/11401783.html","72","nuxe Huile Prodigieuse® Florale Multi-Purpose Dry Oil"
"nuxe","Huile Prodigieuse Multi-Purpose Dry Oil","Oil","France","[""Coco-Caprylate/Caprate"",""Macadamia Integrifolia Seed Oil"",""Dicaprylyl Ether"",""Caprylic/Capric Triglyceride"",""Prunus Amygdalus Dulcis Oil"",""Corylus Avellana Seed Oil"",""Camellia Oleifera Seed Oil"",""Parfum"",""Camellia Japonica Seed Oil"",""Tocopherol"",""Argania Spinosa Kernel Oil"",""Borago Officinalis Seed Oil"",""Tocopheryl Acetate"",""Helianthus Annuus Seed Oil"",""Rosmarinus Officinalis Leaf Extract"",""Polyglyceryl-3 Diisostearate"",""Ascorbic Acid"",""Solanum Lycopersicum Fruit Extract"",""Linalool"",""Limonene"",""Citronellol"",""Geraniol""]","[""Redness Reducing"",""Reduces Irritation"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Scar Healing"",""Brightening"",""Irritating""]","£29.50","https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-usage-dry-oil-100ml/11401780.html","80","nuxe Huile Prodigieuse Multi-Purpose Dry Oil"
"nuxe","Huile Prodigieuse Multi-Purpose Dry Oil","Oil","France","[""Coco-Caprylate/Caprate"",""Macadamia Integrifolia Seed Oil"",""Dicaprylyl Ether"",""Caprylic/Capric Triglyceride"",""Prunus Amygdalus Dulcis Oil"",""Corylus Avellana Seed Oil"",""Camellia Oleifera Seed Oil"",""Parfum"",""Camellia Japonica Seed Oil"",""Tocopherol"",""Argania Spinosa Kernel Oil"",""Borago Officinalis Seed Oil"",""Tocopheryl Acetate"",""Helianthus Annuus Seed Oil"",""Rosmarinus Officinalis Leaf Extract"",""Polyglyceryl-3 Diisostearate"",""Ascorbic Acid"",""Solanum Lycopersicum Fruit Extract"",""Linalool"",""Limonene"",""Citronellol"",""Geraniol""]","[""Redness Reducing"",""Reduces Irritation"",""Skin Texture"",""Anti-Aging"",""Dark Spots"",""Scar Healing"",""Brightening"",""Irritating""]","£18.50","https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-usage-dry-oil-50ml/11401781.html","81","nuxe Huile Prodigieuse Multi-Purpose Dry Oil"
"","NUXE Lotion Tonique Douce - Gentle Toning Lotion (200ml)","Toner","","[]","[]","£15.00","https://www.lookfantastic.com/nuxe-lotion-tonique-douce-gentle-toning-lotion-200ml/10618432.html","57","UNMATCHED"
"supergoop!","(Re) Setting Refreshing Mist SPF 40","Sunscreen","United States","[""Butyl Methoxydibenzoylmethane 29%"",""Homosalate 98%"",""Ethylhexyl Salicylate 49%"",""Octocrylene 95%"",""Alcohol Denat."",""Bisabolol"",""Brassica Campestris/Aleurites Fordi Oil Copolymer"",""Butyloctyl Salicylate"",""Caprylic/Capric Triglyceride"",""Capryloyl Glycerin/Sebacic Acid Copolymer"",""Dicaprylyl Carbonate"",""Diethylhexyl Syringylidenemalonate"",""Diheptyl Succinate"",""Diisooctyl Succinate"",""Ethyl Ferulate"",""Isododecane"",""Lauroyl Lysine"",""Mentha Piperita Oil"",""Mentha Viridis Leaf Oil"",""Nylon-12"",""Pvp"",""Rosmarinus Officinalis Leaf Oil"",""Silica Caprylyl Silylate""]","[""Reduces Irritation"",""Irritating"",""Rosacea"",""Eczema""]","£15.50","https://www.lookfantastic.com/nuxe-refreshing-toning-mist-200ml/12601908.html","73","supergoop! (Re) Setting Refreshing Mist SPF 40"
"","NUXE Rêve de Miel Face and Body Ultra-Rich Cleansing Gel (400ml)","Body Wash","","[]","[]","£19.50","https://www.lookfantastic.com/nuxe-reve-de-miel-face-and-body-ultra-rich-cleansing-gel-400ml/10954160.html","61","UNMATCHED"
"","NUXE Sun Tanning Oil Face and Body SPF 30 (150ml)","Oil","","[]","[]","£19.50","https://www.lookfantastic.com/nuxe-sun-tanning-oil-face-and-body-spf-30-150ml/11111913.html","64","UNMATCHED"
"","NYX Professional Makeup This is Everything Lip Scrub","Exfoliator","","[]","[]","£6.00","https://www.lookfantastic.com/nyx-professional-makeup-this-is-everything-lip-scrub/12010835.html","57","UNMATCHED"
"","Oh K! Chok Chok Shimmer Face Scrub","Exfoliator","","[]","[]","£10.00","https://www.lookfantastic.com/oh-k-chok-chok-shimmer-face-scrub/12434718.html","59","UNMATCHED"
"","Oh K! Chok Chok Smoothing Undereye Mask 2 x 1.5g","Mask","","[]","[]","£4.25","https://www.lookfantastic.com/oh-k-chok-chok-smoothing-undereye-mask-2-x-1.5g/12132626.html","55","UNMATCHED"
"","Oh K! Peeling Foot Mask 20ml","Mask","","[]","[]","£8.50","https://www.lookfantastic.com/oh-k-peeling-foot-mask-20ml/11513403.html","67","UNMATCHED"
"mila moursi paris","PH Balancing Toner","Toner","France","[""Water"",""Tridecyl Isononanoate"",""Sodium Lactate"",""Glycerin"",""Hexylene Glycol"",""Peg-25 Hydrogenated Castor Oil"",""Peg-40 Hydrogenated Castor Oil"",""Sodium Citrate"",""Allantoin"",""Lactic Acid"",""Salicylic Acid"",""Mentha Haplocalix Extract"",""Menthyl Lactate"",""Benzyl Alcohol"",""Sorbic Acid"",""Parfum""]","[""Good For Oily Skin"",""Reduces Large Pores"",""Anti-Aging"",""Acne Fighting"",""Brightening"",""Drying"",""Irritating"",""Rosacea"",""Eczema""]","£12.00","https://www.lookfantastic.com/oh-k-sos-ph-balancing-gel-toner/12434723.html","73","mila moursi paris PH Balancing Toner"
"","Oh K! SOS Soothing Facial Balm 100ml","Balm","","[]","[]","£8.00","https://www.lookfantastic.com/oh-k-sos-soothing-facial-balm-100ml/12132642.html","62","UNMATCHED"
"","Omorovicza Blue Diamond Peel (50ml)","Peel","","[]","[]","£155.00","https://www.lookfantastic.com/omorovicza-blue-diamond-peel-50ml/10997778.html","52","UNMATCHED"
"holika holika","Soda Pore Cleansing Foam","Face Cleanser","South Korea","[""Water"",""Myristic Acid"",""Glycerin"",""Potassium Hydroxide"",""Palmitic Acid"",""Peg-32"",""Glycol Distearate"",""Cocamidopropyl Betaine"",""Perlite"",""Stearic Acid"",""Palm Kernelamide Dea"",""Butylene Glycol"",""Glyceryl Stearate"",""Peg-100 Stearate"",""Melaleuca Alternifolia Leaf Extract"",""Hamamelis Virginiana Extract"",""Alcohol"",""Zea Mays Starch"",""Microcrystalline Cellulose"",""Mannitol"",""Sucrose"",""Ci 77007"",""Tocopheryl Acetate"",""BHA"",""Ethylhexylglycerin"",""Disodium EDTA"",""Sodium Bicarbonate"",""Phenoxyethanol"",""Parfum""]","[""Good For Oily Skin"",""Brightening"",""May Worsen Oily Skin"",""Acne Trigger"",""Rosacea""]","£73.00","https://www.lookfantastic.com/omorovicza-cleansing-foam-duo/11836821.html","78","holika holika Soda Pore Cleansing Foam"
"","Omorovicza Deep Cleansing Mask (50ml)","Mask","","[]","[]","£72.00","https://www.lookfantastic.com/omorovicza-deep-cleansing-mask-50ml/10448801.html","67","UNMATCHED"
"","Omorovicza Instant Perfection Serum (30ml)","Serum","","[]","[]","£87.00","https://www.lookfantastic.com/omorovicza-instant-perfection-serum-30ml/11328114.html","66","UNMATCHED"
"","Omorovicza Perfecting Lip Balm (10ml)","Balm","","[]","[]","£34.00","https://www.lookfantastic.com/omorovicza-perfecting-lip-balm-10ml/10872699.html","60","UNMATCHED"
"","Omorovicza Queen Of Hungary Mist (100ml)","Mist","","[]","[]","£59.00","https://www.lookfantastic.com/omorovicza-queen-of-hungary-mist-100ml/10448809.html","51","UNMATCHED"
"","Omorovicza Queen of Hungary Mist 30ml","Mist","","[]","[]","£20.00","https://www.lookfantastic.com/omorovicza-queen-of-hungary-mist-30ml/12134860.html","51","UNMATCHED"
"origins","Checks and Balances™ Frothy Face Wash","Face Cleanser","United States","[""Water"",""Lavandula Angustifolia Flower Water"",""Myristic Acid"",""Glycerin"",""Behenic Acid"",""Sodium Methyl Cocoyl Taurate"",""Palmitic Acid"",""Potassium Hydroxide"",""Lauric Acid"",""Stearic Acid"",""Anthemis Nobilis Flower Oil"",""Mentha Viridis Leaf Oil"",""Pelargonium Graveolens Flower Oil"",""Lavandula Hybrida Oil"",""Citrus Aurantium Bergamia Fruit Oil"",""Styrax Benzoin Gum"",""Linalool"",""Peg-3 Distearate"",""Tourmaline"",""Laminaria Saccharina Extract"",""Hydrolyzed Wheat Protein"",""Cetearyl Alcohol"",""Polyquaternium-7"",""Butylene Glycol"",""Disodium EDTA"",""Methylchloroisothiazolinone"",""Methylisothiazolinone""]","[""May Worsen Oily Skin"",""Acne Trigger"",""Eczema""]","£16.50","https://www.lookfantastic.com/origins-checks-and-balances-frothy-face-wash-150ml/11138293.html","84","origins Checks and Balances™ Frothy Face Wash"
"origins","Clear Improvement® Active Charcoal Mask to Clear Pores","Wet Mask","United States","[""Water"",""Myrtus Communis Leaf Water"",""Kaolin"",""Bentonite"",""Butylene Glycol"",""Montmorillonite"",""Polysorbate 20"",""Peg-100 Stearate"",""Charcoal Powder"",""Xanthan Gum"",""Lecithin"",""Peg-150 Distearate"",""Propylene Glycol Stearate"",""Sorbitan Laurate"",""Glycerin"",""Propylene Glycol Laurate"",""Simethicone"",""Caprylyl Glycol"",""Ethylhexylglycerin"",""Hexylene Glycol"",""Trisodium EDTA"",""Dehydroacetic Acid"",""Phenoxyethanol""]","[""Acne Trigger""]","£22.00","https://www.lookfantastic.com/origins-clear-improvement-active-charcoal-mask-to-clear-pores-75ml/12013399.html","89","origins Clear Improvement® Active Charcoal Mask to Clear Pores"
"origins","CLEAR IMPROVEMENT™Charcoal Honey Mask To Purify & Nourish","Wet Mask","United States","[""Water"",""Butylene Glycol"",""Bentonite"",""Montmorillonite"",""Honey"",""Polysorbate 20"",""Peg-100 Stearate"",""Polybutene"",""Jojoba Esters"",""Lavandula Angustifolia Oil"",""Citrus Limon Peel Oil"",""Cananga Odorata Flower Oil"",""Mentha Viridis Leaf Oil"",""Rosmarinus Officinalis Leaf Oil"",""Eugenia Caryophyllus Bud Oil"",""Gaultheria Procumbens Leaf Oil"",""Citrus Aurantium Amara Flower Extract"",""Triethyl Citrate"",""Ethyl Phenylacetate"",""Limonene"",""Linalool"",""Eugenol"",""Citral"",""Benzyl Benzoate"",""Yeast Extract"",""Kaolin"",""Charcoal Powder"",""Caffeine"",""Sodium Hyaluronate"",""Glycerin"",""Trehalose"",""Lecithin"",""Ethylhexylglycerin"",""Xanthan Gum"",""Caprylyl Glycol"",""Peg-150 Distearate"",""Silica"",""Hexylene Glycol"",""Disodium EDTA"",""Tetrasodium EDTA"",""Dehydroacetic Acid"",""Phenoxyethanol"",""Mica"",""Ci 77891"",""Ci 77492""]","[""Scar Healing"",""Eczema""]","£30.00","https://www.lookfantastic.com/origins-clear-improvement-charcoal-honey-mask-to-purify-and-nourish-75ml/11862064.html","87","origins CLEAR IMPROVEMENT™Charcoal Honey Mask To Purify & Nourish"
